Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
1.49633E-2,76.653949532,0.66756153,0.033163265,0.397932817,0
1.50764E-2,76.952314309,0.66923015,0.033163265,0.400516796,0
1.54002E-2,77.80691123,0.673918137,0.033163265,0.408268734,0
1.54655E-2,78.332264675,0.674847095,0.030612245,0.408268734,0
1.5594E-2,79.366313473,0.676660179,0.030612245,0.410852713,0
1.58868E-2,80.954993352,0.680716433,0.028061224,0.410852713,0
1.62584E-2,82.580836959,0.685720977,0.025510204,0.416020672,0
1.65878E-2,84.239618765,0.690027156,0.022959184,0.416020672,0
1.66877E-2,84.385087004,0.691309382,0.020408163,0.416020672,0
1.70171E-2,84.864964797,0.695465046,0.020408163,0.418604651,0
1.72155E-2,85.154025467,0.697914701,0.020408163,0.426356589,0
1.7341E-2,85.33692774,0.699444459,0.020408163,0.428940568,0
1.75403E-2,85.627163407,0.701840386,0.020408163,0.431524548,0
1.7653E-2,85.791374504,0.703179122,0.020408163,0.434108527,0
1.78104E-2,86.020656237,0.705028362,0.020408163,0.439276486,0
1.78372E-2,87.804376096,0.70534124,0.017857143,0.441860465,0
1.79669E-2,88.816906793,0.70684474,0.015306122,0.441860465,0
1.80336E-2,89.337952648,0.707612473,0.015306122,0.444444444,0
1.80686E-2,89.611240597,0.708013543,0.015306122,0.447028424,0
1.83049E-2,90.152674425,0.710692302,0.012755102,0.447028424,0
1.88932E-2,91.500560209,0.717152282,0.012755102,0.449612403,0
1.91808E-2,92.367413547,0.720207205,0.010204082,0.449612403,0
1.92608E-2,92.608483293,0.72104508,0.010204082,0.452196382,0
1.94139E-2,93.069779596,0.722634475,0.010204082,0.457364341,0
1.95416E-2,93.454724344,0.723947004,0.010204082,0.4625323,0
1.9688E-2,93.82244479,0.725436066,0.007653061,0.4625323,0
2.02268E-2,95.175717789,0.73078041,0.007653061,0.465116279,0
2.03456E-2,95.47422924,0.731931403,0.007653061,0.467700258,0
2.09999E-2,96.583234023,0.738095943,0.005102041,0.470284238,0
2.12761E-2,97.049234093,0.740614053,0.005102041,0.472868217,0
2.14339E-2,97.315426372,0.742030857,0.005102041,0.478036176,0
2.16342E-2,97.65332849,0.743807196,0.005102041,0.480620155,0
2.1803E-2,97.869539767,0.74528581,0.00255102,0.485788114,0
2.19663E-2,98.078698354,0.746700041,0.00255102,0.490956072,0
2.22279E-2,98.413641662,0.748932346,0.00255102,0.496124031,0
2.26724E-2,98.982856223,0.752637086,0.00255102,0.50129199,0
2.27582E-2,99.092763061,0.753339858,0.00255102,0.503875969,0
2.2938E-2,99.322985002,0.754799089,0.00255102,0.511627907,0
2.3287E-2,99.769854343,0.75758279,0.00255102,0.514211886,0
2.34667E-2,100,0.75899193,0.00255102,0.516795866,0
2.54323E-2,100,0.773397615,0,0.516795866,0
2.55812E-2,100,0.774419014,0,0.519379845,0
2.59037E-2,100,0.776600317,0,0.521963824,0
2.6255E-2,100,0.778928372,0,0.524547804,0
2.69251E-2,100,0.783238245,0,0.527131783,0
2.69709E-2,100,0.783526621,0,0.529715762,0
2.79672E-2,100,0.789615386,0,0.532299742,0
2.80601E-2,100,0.790166074,0,0.54005168,0
2.84596E-2,100,0.792500357,0,0.542635659,0
2.8478E-2,100,0.792606848,0,0.545219638,0
2.84847E-2,100,0.792645512,0,0.547803618,0
2.90051E-2,100,0.795605074,0,0.550387597,0
2.90947E-2,100,0.796106163,0,0.552971576,0
2.92835E-2,100,0.797154283,0,0.555555556,0
3.00331E-2,100,0.801210759,0,0.558139535,0
3.06502E-2,100,0.804430131,0,0.560723514,0
3.12686E-2,100,0.807553856,0,0.563307494,0
3.14833E-2,100,0.808614682,0,0.565891473,0
3.18737E-2,100,0.810514609,0,0.568475452,0
3.29269E-2,100,0.815457446,0,0.571059432,0
3.33573E-2,100,0.81740354,0,0.573643411,0
3.34273E-2,100,0.817716391,0,0.57622739,0
3.36193E-2,100,0.818568562,0,0.57881137,0
3.41928E-2,100,0.821066856,0,0.581395349,0
3.4924E-2,100,0.824154329,0,0.583979328,0
3.56146E-2,100,0.826974363,0,0.586563307,0
3.61256E-2,100,0.829003134,0,0.589147287,0
3.78434E-2,100,0.835488392,0,0.591731266,0
3.8455E-2,100,0.837679885,0,0.594315245,0
3.89092E-2,100,0.83927031,0,0.596899225,0
3.90338E-2,100,0.839700909,0,0.599483204,0
3.97929E-2,100,0.842276804,0,0.602067183,0
4.01316E-2,100,0.843399324,0,0.604651163,0
4.05554E-2,100,0.844781699,0,0.607235142,0
4.07073E-2,100,0.845271446,0,0.609819121,0
4.09829E-2,100,0.846151902,0,0.612403101,0
4.14106E-2,100,0.847498445,0,0.61498708,0
4.15611E-2,100,0.847966858,0,0.617571059,0
4.16382E-2,100,0.84820554,0,0.620155039,0
4.19995E-2,100,0.849314544,0,0.625322997,0
4.29557E-2,100,0.852173118,0,0.627906977,0
4.42712E-2,100,0.855932771,0,0.630490956,0
4.54598E-2,100,0.859169093,0,0.633074935,0
4.58089E-2,100,0.860092225,0,0.635658915,0
4.60463E-2,100,0.86071309,0,0.638242894,0
4.62093E-2,100,0.861136173,0,0.640826873,0
4.6405E-2,100,0.861640767,0,0.643410853,0
4.67668E-2,100,0.862564128,0,0.645994832,0
4.74915E-2,100,0.864376792,0,0.648578811,0
4.7609E-2,100,0.864666341,0,0.651162791,0
4.85325E-2,100,0.866898553,0,0.65374677,0
4.87787E-2,100,0.867481487,0,0.656330749,0
4.96083E-2,100,0.86940809,0,0.658914729,0
5.09012E-2,100,0.872301658,0,0.661498708,0
5.12539E-2,100,0.873068795,0,0.664082687,0
5.17548E-2,100,0.874142686,0,0.666666667,0
5.25478E-2,100,0.875806076,0,0.669250646,0
5.32014E-2,100,0.877144366,0,0.671834625,0
5.34244E-2,100,0.877594443,0,0.674418605,0
5.4049E-2,100,0.878837735,0,0.677002584,0
5.45342E-2,100,0.879786084,0,0.682170543,0
5.48664E-2,100,0.8804269,0,0.684754522,0
5.55556E-2,100,0.881734803,0,0.687338501,0
5.59089E-2,100,0.88239427,0,0.689922481,0
5.75395E-2,100,0.885344925,0,0.695090439,0
5.86366E-2,100,0.887248304,0,0.697674419,0
6.09692E-2,100,0.891092293,0,0.700258398,0
6.39853E-2,100,0.895690435,0,0.702842377,0
6.40364E-2,100,0.895764953,0,0.705426357,0
6.47631E-2,100,0.89681379,0,0.708010336,0
6.5164E-2,100,0.89738348,0,0.710594315,0
6.5337E-2,100,0.897627429,0,0.713178295,0
6.5383E-2,100,0.897692059,0,0.715762274,0
6.57829E-2,100,0.89825078,0,0.718346253,0
6.64707E-2,100,0.899197413,0,0.720930233,0
6.66181E-2,100,0.899398053,0,0.723514212,0
6.8019E-2,100,0.901265395,0,0.726098191,0
6.86542E-2,100,0.902089447,0,0.728682171,0
6.87731E-2,100,0.902242201,0,0.73126615,0
6.93741E-2,100,0.903007001,0,0.733850129,0
6.98276E-2,100,0.903576111,0,0.736434109,0
7.06275E-2,100,0.904563948,0,0.739018088,0
7.08553E-2,100,0.904841657,0,0.741602067,0
7.13068E-2,100,0.90538719,0,0.744186047,0
7.42089E-2,100,0.908749528,0,0.746770026,0
8.29438E-2,100,0.917567057,0,0.749354005,0
8.32275E-2,100,0.917824964,0,0.754521964,0
8.59248E-2,100,0.920198752,0,0.757105943,0
8.60949E-2,100,0.920343821,0,0.759689922,0
8.73412E-2,100,0.921391138,0,0.762273902,0
8.74821E-2,100,0.92150777,0,0.764857881,0
8.81245E-2,100,0.922035387,0,0.76744186,0
8.9551E-2,100,0.923181885,0,0.772609819,0
8.98486E-2,100,0.923416867,0,0.775193798,0
9.08159E-2,100,0.92417072,0,0.777777778,0
9.39911E-2,100,0.92654416,0,0.780361757,0
9.44805E-2,100,0.926896861,0,0.782945736,0
9.83211E-2,100,0.929551222,0,0.785529716,0
1.03006E-1,100,0.932539244,0,0.788113695,0
1.03184E-1,100,0.932647728,0,0.790697674,0
1.0363E-1,100,0.932917968,0,0.793281654,0
1.05229E-1,100,0.93387023,0,0.795865633,0
1.07294E-1,100,0.935060318,0,0.798449612,0
1.11175E-1,100,0.937184821,0,0.801033592,0
1.18391E-1,100,0.94078683,0,0.80620155,0
1.20995E-1,100,0.941987088,0,0.80878553,0
1.24135E-1,100,0.943371635,0,0.813953488,0
1.28445E-1,100,0.945167414,0,0.816537468,0
1.30452E-1,100,0.945965387,0,0.819121447,0
1.32156E-1,100,0.946625118,0,0.821705426,0
1.33543E-1,100,0.947150031,0,0.824289406,0
1.3503E-1,100,0.94770153,0,0.826873385,0
1.46123E-1,100,0.951479116,0,0.829457364,0
1.50326E-1,100,0.952771698,0,0.832041344,0
1.5091E-1,100,0.952945992,0,0.834625323,0
1.53039E-1,100,0.953570165,0,0.837209302,0
1.58372E-1,100,0.955063235,0,0.839793282,0
1.62625E-1,100,0.956187136,0,0.842377261,0
1.62986E-1,100,0.956279858,0,0.84496124,0
1.65309E-1,100,0.956867839,0,0.84754522,0
1.67368E-1,100,0.957375641,0,0.850129199,0
1.71281E-1,100,0.958308889,0,0.852713178,0
1.77162E-1,100,0.95963696,0,0.855297158,0
1.88239E-1,100,0.961921667,0,0.857881137,0
1.90761E-1,100,0.962406196,0,0.860465116,0
1.97763E-1,100,0.963688914,0,0.863049096,0
